pokemon,move,category,elite
sudowoodo,Rock Slide,charge,0
sudowoodo,Stone Edge,charge,0
sudowoodo,Rock Tomb,charge,0
sudowoodo,Meteor Beam,charge,0
sudowoodo,Trailblaze,charge,0
shadow sudowoodo,Counter,fast,0
shadow sudowoodo,Rock Throw,fast,0
shadow sudowoodo,Earthquake,charge,0
shadow sudowoodo,Rock Slide,charge,0
shadow sudowoodo,Stone Edge,charge,0
shadow sudowoodo,Rock Tomb,charge,0
shadow sudowoodo,Meteor Beam,charge,0
shadow sudowoodo,Trailblaze,charge,0
politoed,Bubble,fast,0
politoed,Mud Shot,fast,0
politoed,Blizzard,charge,0
politoed,Earthquake,charge,1
politoed,Hydro Pump,charge,0
politoed,Surf,charge,0
politoed,Weather Ball (Water),charge,0
politoed,Ice Beam,charge,1
politoed,Scald,charge,0
shadow politoed,Bubble,fast,0
shadow politoed,Mud Shot,fast,0
shadow politoed,Blizzard,charge,0
shadow politoed,Earthquake,charge,0
shadow politoed,Hydro Pump,charge,0
shadow politoed,Surf,charge,0
shadow politoed,Weather Ball (Water),charge,0
shadow politoed,Ice Beam,charge,0
shadow politoed,Scald,charge,0
hoppip,Bullet Seed,fast,0
hoppip,Tackle,fast,0
hoppip,Dazzling Gleam,charge,0
hoppip,Grass Knot,charge,0
hoppip,Seed Bomb,charge,0
shadow hoppip,Bullet Seed,fast,0
shadow hoppip,Tackle,fast,0
shadow hoppip,Dazzling Gleam,charge,0
shadow hoppip,Grass Knot,charge,0
shadow hoppip,Seed Bomb,charge,0
skiploom,Bullet Seed,fast,0
skiploom,Tackle,fast,0
skiploom,Dazzling Gleam,charge,0
skiploom,Energy Ball,charge,0
skiploom,Grass Knot,charge,0
shadow skiploom,Bullet Seed,fast,0
shadow skiploom,Tackle,fast,0
shadow skiploom,Dazzling Gleam,charge,0
shadow skiploom,Energy Ball,charge,0
shadow skiploom,Grass Knot,charge,0
jumpluff,Bullet Seed,fast,0
jumpluff,Infestation,fast,0
jumpluff,Fairy Wind,fast,0
jumpluff,Dazzling Gleam,charge,0
jumpluff,Energy Ball,charge,0
jumpluff,Aerial Ace,charge,0
jumpluff,Solar Beam,charge,0
jumpluff,Acrobatics,charge,1
shadow jumpluff,Bullet Seed,fast,0
shadow jumpluff,Infestation,fast,0
shadow jumpluff,Fairy Wind,fast,0
shadow jumpluff,Dazzling Gleam,charge,0
shadow jumpluff,Energy Ball,charge,0
shadow jumpluff,Aerial Ace,charge,0
shadow jumpluff,Solar Beam,charge,0
shadow jumpluff,Acrobatics,charge,0
aipom,Astonish,fast,0
aipom,Scratch,fast,0
aipom,Aerial Ace,charge,0
aipom,Low Sweep,charge,0
aipom,Swift,charge,0
shadow aipom,Astonish,fast,0
shadow aipom,Scratch,fast,0
shadow aipom,Aerial Ace,charge,0
shadow aipom,Low Sweep,charge,0
shadow aipom,Swift,charge,0
sunkern,Cut,fast,0
sunkern,Razor Leaf,fast,0
sunkern,Energy Ball,charge,0
sunkern,Grass Knot,charge,0
sunkern,Seed Bomb,charge,0
sunflora,Bullet Seed,fast,0
sunflora,Razor Leaf,fast,0
sunflora,Petal Blizzard,charge,0
sunflora,Sludge Bomb,charge,0
sunflora,Solar Beam,charge,0
sunflora,Leaf Storm,charge,0
yanma,Quick Attack,fast,0
yanma,Wing Attack,fast,0
yanma,Aerial Ace,charge,0
yanma,Ancient Power,charge,0
yanma,Silver Wind,charge,0
wooper,Mud Shot,fast,0
wooper,Water Gun,fast,0
wooper,Body Slam,charge,0
wooper,Dig,charge,0
wooper,Mud Bomb,charge,0
paldean wooper,Mud Shot,fast,0
paldean wooper,Poison Jab,fast,0
paldean wooper,Body Slam,charge,0
paldean wooper,Dig,charge,0
paldean wooper,Sludge Wave,charge,0
shadow wooper,Mud Shot,fast,0
shadow wooper,Water Gun,fast,0
shadow wooper,Body Slam,charge,0
shadow wooper,Dig,charge,0
shadow wooper,Mud Bomb,charge,0
quagsire,Mud Shot,fast,0
quagsire,Water Gun,fast,0
quagsire,Earthquake,charge,0
quagsire,Sludge Bomb,charge,0
quagsire,Stone Edge,charge,0
quagsire,Acid Spray,charge,0
quagsire,Mud Bomb,charge,0
quagsire,Aqua Tail,charge,1
quagsire,Drain Punch,charge,0
shadow quagsire,Mud Shot,fast,0
shadow quagsire,Water Gun,fast,0
shadow quagsire,Earthquake,charge,0
shadow quagsire,Sludge Bomb,charge,0
shadow quagsire,Stone Edge,charge,0
shadow quagsire,Acid Spray,charge,0
shadow quagsire,Mud Bomb,charge,0
shadow quagsire,Aqua Tail,charge,0
shadow quagsire,Drain Punch,charge,0
espeon,Confusion,fast,0
espeon,Zen Headbutt,fast,0
espeon,Future Sight,charge,0
espeon,Last Resort,charge,1
espeon,Psybeam,charge,0
espeon,Psychic,charge,0
espeon,Shadow Ball,charge,1
espeon,Psychic Fangs,charge,0
umbreon,Feint Attack,fast,0
umbreon,Snarl,fast,0
umbreon,Dark Pulse,charge,0
umbreon,Foul Play,charge,0
umbreon,Last Resort,charge,1
umbreon,Psychic,charge,1
murkrow,Feint Attack,fast,0
murkrow,Peck,fast,0
murkrow,Dark Pulse,charge,0
murkrow,Drill Peck,charge,0
murkrow,Foul Play,charge,0
shadow murkrow,Feint Attack,fast,0
shadow murkrow,Peck,fast,0
shadow murkrow,Dark Pulse,charge,0
shadow murkrow,Drill Peck,charge,0
shadow murkrow,Foul Play,charge,0
slowking,Confusion,fast,0
slowking,Water Gun,fast,0
slowking,Blizzard,charge,0
slowking,Fire Blast,charge,0
slowking,Psychic,charge,0
slowking,Surf,charge,1
slowking,Scald,charge,0
galarian slowking,Hex,fast,0
galarian slowking,Confusion,fast,0
galarian slowking,Acid,fast,0
galarian slowking,Future Sight,charge,0
galarian slowking,Shadow Ball,charge,0
galarian slowking,Sludge Wave,charge,0
galarian slowking,Surf,charge,0
galarian slowking,Scald,charge,0
galarian slowking,Psyshock,charge,0
shadow slowking,Confusion,fast,0
shadow slowking,Water Gun,fast,0
shadow slowking,Blizzard,charge,0
shadow slowking,Fire Blast,charge,0
shadow slowking,Psychic,charge,0
shadow slowking,Surf,charge,0
shadow slowking,Scald,charge,0
misdreavus,Astonish,fast,0
misdreavus,Hex,fast,0
misdreavus,Psywave,fast,0
misdreavus,Dark Pulse,charge,0
misdreavus,Ominous Wind,charge,0
misdreavus,Shadow Sneak,charge,0
shadow misdreavus,Astonish,fast,0
shadow misdreavus,Hex,fast,0
shadow misdreavus,Psywave,fast,0
shadow misdreavus,Dark Pulse,charge,0
shadow misdreavus,Ominous Wind,charge,0
shadow misdreavus,Shadow Sneak,charge,0
wobbuffet,Counter,fast,0
wobbuffet,Splash,fast,0
wobbuffet,Charm,fast,0
wobbuffet,Mirror Coat,charge,0
shadow wobbuffet,Counter,fast,0
shadow wobbuffet,Splash,fast,0
shadow wobbuffet,Charm,fast,0
shadow wobbuffet,Mirror Coat,charge,0
girafarig,Confusion,fast,0
girafarig,Tackle,fast,0
girafarig,Double Kick,fast,0
girafarig,Mirror Coat,charge,0
girafarig,Psychic,charge,0
girafarig,Thunderbolt,charge,0
girafarig,Psychic Fangs,charge,0
girafarig,Trailblaze,charge,0
shadow girafarig,Confusion,fast,0
shadow girafarig,Tackle,fast,0
shadow girafarig,Double Kick,fast,0
shadow girafarig,Mirror Coat,charge,0
shadow girafarig,Psychic,charge,0
shadow girafarig,Thunderbolt,charge,0
shadow girafarig,Psychic Fangs,charge,0
shadow girafarig,Trailblaze,charge,0
pineco,Bug Bite,fast,0
pineco,Tackle,fast,0
pineco,Gyro Ball,charge,0
pineco,Rock Tomb,charge,0
pineco,Sand Tomb,charge,0
shadow pineco,Bug Bite,fast,0
shadow pineco,Tackle,fast,0
shadow pineco,Gyro Ball,charge,0
shadow pineco,Rock Tomb,charge,0
shadow pineco,Sand Tomb,charge,0
forretress,Bug Bite,fast,0
forretress,Struggle Bug,fast,0
forretress,Volt Switch,fast,0
forretress,Earthquake,charge,0
forretress,Heavy Slam,charge,0
forretress,Rock Tomb,charge,0
forretress,Sand Tomb,charge,0
forretress,Mirror Shot,charge,0
shadow forretress,Bug Bite,fast,0
shadow forretress,Struggle Bug,fast,0
shadow forretress,Volt Switch,fast,0
shadow forretress,Earthquake,charge,0
shadow forretress,Heavy Slam,charge,0
shadow forretress,Rock Tomb,charge,0
shadow forretress,Sand Tomb,charge,0
shadow forretress,Mirror Shot,charge,0
dunsparce,Astonish,fast,0
dunsparce,Bite,fast,0
dunsparce,Rollout,fast,0
dunsparce,Dig,charge,0
dunsparce,Drill Run,charge,0
dunsparce,Rock Slide,charge,0
gligar,Fury Cutter,fast,0
gligar,Wing Attack,fast,0
gligar,Aerial Ace,charge,0
gligar,Dig,charge,0
gligar,Night Slash,charge,0
shadow gligar,Fury Cutter,fast,0
shadow gligar,Wing Attack,fast,0
shadow gligar,Aerial Ace,charge,0
shadow gligar,Dig,charge,0
shadow gligar,Night Slash,charge,0
steelix,Dragon Tail,fast,0
steelix,Iron Tail,fast,0
steelix,Thunder Fang,fast,0
steelix,Crunch,charge,0
steelix,Earthquake,charge,0
steelix,Heavy Slam,charge,0
steelix,Psychic Fangs,charge,0
steelix,Breaking Swipe,charge,0
mega steelix,Dragon Tail,fast,0
mega steelix,Iron Tail,fast,0
mega steelix,Thunder Fang,fast,0
mega steelix,Crunch,charge,0
mega steelix,Earthquake,charge,0
mega steelix,Heavy Slam,charge,0
mega steelix,Psychic Fangs,charge,0
mega steelix,Breaking Swipe,charge,0
shadow steelix,Dragon Tail,fast,0
shadow steelix,Iron Tail,fast,0
shadow steelix,Thunder Fang,fast,0
shadow steelix,Crunch,charge,0
shadow steelix,Earthquake,charge,0
shadow steelix,Heavy Slam,charge,0
shadow steelix,Psychic Fangs,charge,0
shadow steelix,Breaking Swipe,charge,0
snubbull,Bite,fast,0
snubbull,Tackle,fast,0
snubbull,Brick Break,charge,0
snubbull,Crunch,charge,0
snubbull,Dazzling Gleam,charge,0
shadow snubbull,Bite,fast,0
shadow snubbull,Tackle,fast,0
shadow snubbull,Brick Break,charge,0
shadow snubbull,Crunch,charge,0
shadow snubbull,Dazzling Gleam,charge,0
granbull,Bite,fast,0
granbull,Snarl,fast,0
granbull,Charm,fast,0
granbull,Close Combat,charge,0
granbull,Crunch,charge,0
granbull,Play Rough,charge,0
shadow granbull,Bite,fast,0
shadow granbull,Snarl,fast,0
shadow granbull,Charm,fast,0
shadow granbull,Close Combat,charge,0
shadow granbull,Crunch,charge,0
shadow granbull,Play Rough,charge,0
qwilfish,Poison Sting,fast,0
qwilfish,Water Gun,fast,0
qwilfish,Aqua Tail,charge,0
qwilfish,Ice Beam,charge,0
qwilfish,Sludge Wave,charge,0
qwilfish,Acid Spray,charge,0
qwilfish,Fell Stinger,charge,0
qwilfish,Scald,charge,0
qwilfish,Shadow Ball,charge,0
hisuian qwilfish,Poison Sting,fast,0
hisuian qwilfish,Poison Jab,fast,0
hisuian qwilfish,Aqua Tail,charge,0
hisuian qwilfish,Ice Beam,charge,0
hisuian qwilfish,Sludge Bomb,charge,0
hisuian qwilfish,Dark Pulse,charge,0
hisuian qwilfish,Shadow Ball,charge,0
shadow qwilfish,Poison Sting,fast,0
shadow qwilfish,Water Gun,fast,0
shadow qwilfish,Aqua Tail,charge,0
shadow qwilfish,Ice Beam,charge,0
shadow qwilfish,Sludge Wave,charge,0
shadow qwilfish,Acid Spray,charge,0
shadow qwilfish,Fell Stinger,charge,0
shadow qwilfish,Scald,charge,0
shadow qwilfish,Shadow Ball,charge,0
scizor,Bullet Punch,fast,0
scizor,Fury Cutter,fast,0
scizor,Iron Head,charge,0
scizor,Night Slash,charge,0
scizor,X-Scissor,charge,0
scizor,Trailblaze,charge,0
mega scizor,Bullet Punch,fast,0
mega scizor,Fury Cutter,fast,0
mega scizor,Iron Head,charge,0
mega scizor,Night Slash,charge,0
mega scizor,X-Scissor,charge,0
mega scizor,Trailblaze,charge,0
shadow scizor,Bullet Punch,fast,0
shadow scizor,Fury Cutter,fast,0
shadow scizor,Iron Head,charge,0
shadow scizor,Night Slash,charge,0
shadow scizor,X-Scissor,charge,0
shadow scizor,Trailblaze,charge,0
shuckle,Rock Throw,fast,0
shuckle,Struggle Bug,fast,0
shuckle,Gyro Ball,charge,0
shuckle,Rock Blast,charge,0
shuckle,Stone Edge,charge,0
shadow shuckle,Rock Throw,fast,0
shadow shuckle,Struggle Bug,fast,0
shadow shuckle,Gyro Ball,charge,0
shadow shuckle,Rock Blast,charge,0
shadow shuckle,Stone Edge,charge,0
heracross,Counter,fast,0
heracross,Struggle Bug,fast,0
heracross,Fury Cutter,fast,0
heracross,Close Combat,charge,0
heracross,Earthquake,charge,0
heracross,Megahorn,charge,0
heracross,Rock Blast,charge,0
heracross,Rock Tomb,charge,0
mega heracross,Counter,fast,0
mega heracross,Struggle Bug,fast,0
mega heracross,Fury Cutter,fast,0
mega heracross,Close Combat,charge,0
mega heracross,Earthquake,charge,0
mega heracross,Megahorn,charge,0
mega heracross,Rock Blast,charge,0
mega heracross,Rock Tomb,charge,0
sneasel,Feint Attack,fast,0
sneasel,Ice Shard,fast,0
sneasel,Avalanche,charge,0
sneasel,Foul Play,charge,0
sneasel,Ice Punch,charge,0
sneasel,Triple Axel,charge,0
hisuian sneasel,Rock Smash,fast,0
hisuian sneasel,Poison Jab,fast,0
hisuian sneasel,Aerial Ace,charge,0
hisuian sneasel,Close Combat,charge,0
hisuian sneasel,X-Scissor,charge,0
shadow sneasel,Feint Attack,fast,0
shadow sneasel,Ice Shard,fast,0
shadow sneasel,Avalanche,charge,0
shadow sneasel,Foul Play,charge,0
shadow sneasel,Ice Punch,charge,0
shadow sneasel,Triple Axel,charge,0
teddiursa,Lick,fast,0
teddiursa,Scratch,fast,0
teddiursa,Cross Chop,charge,0
teddiursa,Crunch,charge,0
teddiursa,Play Rough,charge,0
teddiursa,Trailblaze,charge,0
teddiursa,Swift,charge,0
shadow teddiursa,Lick,fast,0
shadow teddiursa,Scratch,fast,0
shadow teddiursa,Cross Chop,charge,0
shadow teddiursa,Crunch,charge,0
shadow teddiursa,Play Rough,charge,0
shadow teddiursa,Trailblaze,charge,0
shadow teddiursa,Swift,charge,0
ursaring,Counter,fast,0
ursaring,Metal Claw,fast,0
ursaring,Shadow Claw,fast,0
ursaring,Close Combat,charge,0
ursaring,Hyper Beam,charge,0
ursaring,Play Rough,charge,0
ursaring,Trailblaze,charge,0
ursaring,Swift,charge,0
shadow ursaring,Counter,fast,0
shadow ursaring,Metal Claw,fast,0
shadow ursaring,Shadow Claw,fast,0
shadow ursaring,Close Combat,charge,0
shadow ursaring,Hyper Beam,charge,0
shadow ursaring,Play Rough,charge,0
shadow ursaring,Trailblaze,charge,0
shadow ursaring,Swift,charge,0
slugma,Ember,fast,0
slugma,Rock Throw,fast,0
slugma,Flame Burst,charge,0
slugma,Flame Charge,charge,0
slugma,Rock Slide,charge,0
magcargo,Ember,fast,0
magcargo,Rock Throw,fast,0
magcargo,Incinerate,fast,0
magcargo,Heat Wave,charge,0
magcargo,Overheat,charge,0
magcargo,Stone Edge,charge,0
magcargo,Rock Tomb,charge,0
swinub,Powder Snow,fast,0
swinub,Tackle,fast,0
swinub,Body Slam,charge,0
swinub,Icy Wind,charge,0
swinub,Rock Slide,charge,0
shadow swinub,Powder Snow,fast,0
shadow swinub,Tackle,fast,0
shadow swinub,Body Slam,charge,0
shadow swinub,Icy Wind,charge,0
shadow swinub,Rock Slide,charge,0
piloswine,Ice Shard,fast,0
piloswine,Powder Snow,fast,0
piloswine,Avalanche,charge,0
piloswine,Bulldoze,charge,0
piloswine,Stone Edge,charge,0
piloswine,High Horsepower,charge,0
piloswine,Icicle Spear,charge,0
shadow piloswine,Ice Shard,fast,0
shadow piloswine,Powder Snow,fast,0
shadow piloswine,Avalanche,charge,0
shadow piloswine,Bulldoze,charge,0
shadow piloswine,Stone Edge,charge,0
shadow piloswine,High Horsepower,charge,0
shadow piloswine,Icicle Spear,charge,0
corsola,Bubble,fast,0
corsola,Tackle,fast,0
corsola,Bubble Beam,charge,0
corsola,Power Gem,charge,0
corsola,Rock Blast,charge,0
galarian corsola,Astonish,fast,0
galarian corsola,Tackle,fast,0
galarian corsola,Night Shade,charge,0
galarian corsola,Power Gem,charge,0
galarian corsola,Rock Blast,charge,0
remoraid,Mud Shot,fast,0
remoraid,Water Gun,fast,0
remoraid,Aurora Beam,charge,0
remoraid,Rock Blast,charge,0
remoraid,Water Pulse,charge,0
octillery,Mud Shot,fast,0
octillery,Water Gun,fast,0
octillery,Lock On,fast,0
octillery,Aurora Beam,charge,0
octillery,Gunk Shot,charge,0
octillery,Water Pulse,charge,0
octillery,Acid Spray,charge,0
octillery,Octazooka,charge,0
delibird,Present,fast,0
delibird,Quick Attack,fast,0
delibird,Aerial Ace,charge,0
delibird,Ice Punch,charge,0
delibird,Icy Wind,charge,0
delibird,Fly,charge,0
delibird,Triple Axel,charge,0
shadow delibird,Present,fast,0
shadow delibird,Aerial Ace,charge,0
shadow delibird,Ice Punch,charge,0
shadow delibird,Icy Wind,charge,0
shadow delibird,Fly,charge,0
shadow delibird,Triple Axel,charge,0
mantine,Bubble,fast,0
mantine,Bullet Seed,fast,0
mantine,Wing Attack,fast,0
mantine,Aerial Ace,charge,0
mantine,Ice Beam,charge,0
mantine,Water Pulse,charge,0
mantine,Bubble Beam,charge,0
mantine,Twister,charge,0
skarmory,Air Slash,fast,0
skarmory,Steel Wing,fast,0
skarmory,Brave Bird,charge,0
skarmory,Flash Cannon,charge,0
skarmory,Sky Attack,charge,0
shadow skarmory,Air Slash,fast,0
shadow skarmory,Steel Wing,fast,0
shadow skarmory,Brave Bird,charge,0
shadow skarmory,Flash Cannon,charge,0
shadow skarmory,Sky Attack,charge,0
mega skarmory,Air Slash,fast,0
mega skarmory,Steel Wing,fast,0
mega skarmory,Brave Bird,charge,0
mega skarmory,Flash Cannon,charge,0
mega skarmory,Sky Attack,charge,0
mega skarmory,Drill Peck+,charge,1
houndour,Ember,fast,0
houndour,Feint Attack,fast,0
houndour,Crunch,charge,0
houndour,Dark Pulse,charge,0
houndour,Flamethrower,charge,0
shadow houndour,Ember,fast,0
shadow houndour,Feint Attack,fast,0
shadow houndour,Crunch,charge,0
shadow houndour,Dark Pulse,charge,0
shadow houndour,Flamethrower,charge,0
houndoom,Fire Fang,fast,0
houndoom,Snarl,fast,0
houndoom,Crunch,charge,0
houndoom,Fire Blast,charge,0
houndoom,Flamethrower,charge,0
houndoom,Foul Play,charge,0
mega houndoom,Fire Fang,fast,0
mega houndoom,Snarl,fast,0
mega houndoom,Crunch,charge,0
mega houndoom,Fire Blast,charge,0
mega houndoom,Flamethrower,charge,0
mega houndoom,Foul Play,charge,0
shadow houndoom,Fire Fang,fast,0
shadow houndoom,Snarl,fast,0
shadow houndoom,Crunch,charge,0
shadow houndoom,Fire Blast,charge,0
shadow houndoom,Flamethrower,charge,0
shadow houndoom,Foul Play,charge,0
kingdra,Dragon Breath,fast,0
kingdra,Water Gun,fast,1
kingdra,Waterfall,fast,0
kingdra,Blizzard,charge,0
kingdra,Hydro Pump,charge,0
kingdra,Outrage,charge,0
kingdra,Octazooka,charge,0
kingdra,Swift,charge,0
kingdra,Surf,charge,0
shadow kingdra,Dragon Breath,fast,0
shadow kingdra,Water Gun,fast,0
shadow kingdra,Waterfall,fast,0
shadow kingdra,Blizzard,charge,0
shadow kingdra,Hydro Pump,charge,0
shadow kingdra,Outrage,charge,0
shadow kingdra,Octazooka,charge,0
shadow kingdra,Swift,charge,0
shadow kingdra,Surf,charge,0
phanpy,Rock Smash,fast,0
phanpy,Tackle,fast,0
phanpy,Body Slam,charge,0
phanpy,Bulldoze,charge,0
phanpy,Rock Slide,charge,0
phanpy,Trailblaze,charge,0
shadow phanpy,Rock Smash,fast,0
shadow phanpy,Tackle,fast,0
shadow phanpy,Body Slam,charge,0
shadow phanpy,Bulldoze,charge,0
shadow phanpy,Rock Slide,charge,0
shadow phanpy,Trailblaze,charge,0
donphan,Counter,fast,0
donphan,Mud Slap,fast,0
donphan,Tackle,fast,0
donphan,Charm,fast,0
donphan,Earthquake,charge,0
donphan,Heavy Slam,charge,0
donphan,Play Rough,charge,0
donphan,Body Slam,charge,0
donphan,Trailblaze,charge,0
shadow donphan,Counter,fast,0
shadow donphan,Mud Slap,fast,0
shadow donphan,Tackle,fast,0
shadow donphan,Charm,fast,0
shadow donphan,Earthquake,charge,0
shadow donphan,Heavy Slam,charge,0
shadow donphan,Play Rough,charge,0
shadow donphan,Body Slam,charge,0
shadow donphan,Trailblaze,charge,0
porygon2,Lock On,fast,0
porygon2,Charge Beam,fast,0
porygon2,Hidden Power Bug,fast,0
porygon2,Hidden Power Dark,fast,0
porygon2,Hidden Power Dragon,fast,0
porygon2,Hidden Power Electric,fast,0
porygon2,Hidden Power Fighting,fast,0
porygon2,Hidden Power Fire,fast,0
porygon2,Hidden Power Flying,fast,0
porygon2,Hidden Power Ghost,fast,0
porygon2,Hidden Power Grass,fast,0
porygon2,Hidden Power Ground,fast,0
porygon2,Hidden Power Ice,fast,0
porygon2,Hidden Power Poison,fast,0
porygon2,Hidden Power Psychic,fast,0
porygon2,Hidden Power Rock,fast,0
porygon2,Hidden Power Steel,fast,0
porygon2,Hidden Power Water,fast,0
porygon2,Hyper Beam,charge,0
porygon2,Solar Beam,charge,0
porygon2,Zap Cannon,charge,0
porygon2,Tri Attack,charge,0
shadow porygon2,Lock On,fast,0
shadow porygon2,Charge Beam,fast,0
shadow porygon2,Hidden Power Bug,fast,0
shadow porygon2,Hidden Power Dark,fast,0
shadow porygon2,Hidden Power Dragon,fast,0
shadow porygon2,Hidden Power Electric,fast,0
shadow porygon2,Hidden Power Fighting,fast,0
shadow porygon2,Hidden Power Fire,fast,0
shadow porygon2,Hidden Power Flying,fast,0
shadow porygon2,Hidden Power Ghost,fast,0
shadow porygon2,Hidden Power Grass,fast,0
shadow porygon2,Hidden Power Ground,fast,0
shadow porygon2,Hidden Power Ice,fast,0
shadow porygon2,Hidden Power Poison,fast,0
shadow porygon2,Hidden Power Psychic,fast,0
shadow porygon2,Hidden Power Rock,fast,0
shadow porygon2,Hidden Power Steel,fast,0
shadow porygon2,Hidden Power Water,fast,0
shadow porygon2,Hyper Beam,charge,0
shadow porygon2,Solar Beam,charge,0
shadow porygon2,Zap Cannon,charge,0
shadow porygon2,Tri Attack,charge,0
stantler,Tackle,fast,0
stantler,Zen Headbutt,fast,0
stantler,Megahorn,charge,0
stantler,Stomp,charge,0
stantler,Wild Charge,charge,0
shadow stantler,Tackle,fast,0
shadow stantler,Zen Headbutt,fast,0
shadow stantler,Megahorn,charge,0
shadow stantler,Stomp,charge,0
shadow stantler,Wild Charge,charge,0
smeargle,Tackle,fast,0
smeargle,Fury Cutter,fast,0
smeargle,Bug Bite,fast,0
smeargle,Bite,fast,0
smeargle,Sucker Punch,fast,0
smeargle,Dragon Breath,fast,0
smeargle,Thunder Shock,fast,0
smeargle,Spark,fast,0
smeargle,Low Kick,fast,0
smeargle,Karate Chop,fast,0
smeargle,Ember,fast,0
smeargle,Wing Attack,fast,0
smeargle,Peck,fast,0
smeargle,Lick,fast,0
smeargle,Shadow Claw,fast,0
smeargle,Vine Whip,fast,0
smeargle,Razor Leaf,fast,0
smeargle,Mud Shot,fast,0
smeargle,Ice Shard,fast,0
smeargle,Frost Breath,fast,0
smeargle,Quick Attack,fast,0
smeargle,Scratch,fast,0
smeargle,Pound,fast,0
smeargle,Cut,fast,0
smeargle,Poison Jab,fast,0
smeargle,Acid,fast,0
smeargle,Psycho Cut,fast,0
smeargle,Rock Throw,fast,0
smeargle,Metal Claw,fast,0
smeargle,Bullet Punch,fast,0
smeargle,Water Gun,fast,0
smeargle,Splash,fast,0
smeargle,Mud Slap,fast,0
smeargle,Zen Headbutt,fast,0
smeargle,Confusion,fast,0
smeargle,Poison Sting,fast,0
smeargle,Bubble,fast,0
smeargle,Feint Attack,fast,0
smeargle,Steel Wing,fast,0
smeargle,Fire Fang,fast,0
smeargle,Rock Smash,fast,0
smeargle,Counter,fast,0
smeargle,Powder Snow,fast,0
smeargle,Charge Beam,fast,0
smeargle,Volt Switch,fast,0
smeargle,Dragon Tail,fast,0
smeargle,Air Slash,fast,0
smeargle,Infestation,fast,0
smeargle,Struggle Bug,fast,0
smeargle,Astonish,fast,0
smeargle,Hex,fast,0
smeargle,Iron Tail,fast,0
smeargle,Fire Spin,fast,0
smeargle,Bullet Seed,fast,0
smeargle,Extrasensory,fast,0
smeargle,Snarl,fast,0
smeargle,Hidden Power Bug,fast,0
smeargle,Hidden Power Dark,fast,0
smeargle,Hidden Power Dragon,fast,0
smeargle,Hidden Power Electric,fast,0
smeargle,Hidden Power Fighting,fast,0
smeargle,Hidden Power Fire,fast,0
smeargle,Hidden Power Flying,fast,0
smeargle,Hidden Power Ghost,fast,0
smeargle,Hidden Power Grass,fast,0
smeargle,Hidden Power Ground,fast,0
smeargle,Hidden Power Ice,fast,0
smeargle,Hidden Power Poison,fast,0
smeargle,Hidden Power Psychic,fast,0
smeargle,Hidden Power Rock,fast,0
smeargle,Hidden Power Steel,fast,0
smeargle,Hidden Power Water,fast,0
smeargle,Take Down,fast,0
smeargle,Waterfall,fast,0
smeargle,Yawn,fast,0
smeargle,Present,fast,0
smeargle,Charm,fast,0
smeargle,Lock On,fast,0
smeargle,Thunder Fang,fast,0
smeargle,Ice Fang,fast,0
smeargle,Gust,fast,0
smeargle,Incinerate,fast,0
smeargle,Wrap,charge,0
smeargle,Hyper Beam,charge,0
smeargle,Dark Pulse,charge,0
smeargle,Sludge,charge,0
smeargle,Vise Grip,charge,0
smeargle,Flame Wheel,charge,0
smeargle,Megahorn,charge,0
smeargle,Flamethrower,charge,0
smeargle,Dig,charge,0
smeargle,Cross Chop,charge,0
smeargle,Psybeam,charge,0
smeargle,Earthquake,charge,0
smeargle,Stone Edge,charge,0
smeargle,Ice Punch,charge,0
smeargle,Discharge,charge,0
smeargle,Flash Cannon,charge,0
smeargle,Drill Peck,charge,0
smeargle,Ice Beam,charge,0
smeargle,Blizzard,charge,0
smeargle,Heat Wave,charge,0
smeargle,Aerial Ace,charge,0
smeargle,Drill Run,charge,0
smeargle,Petal Blizzard,charge,0
smeargle,Bug Buzz,charge,0
smeargle,Poison Fang,charge,0
smeargle,Night Slash,charge,0
smeargle,Bubble Beam,charge,0
smeargle,Submission,charge,0
smeargle,Low Sweep,charge,0
smeargle,Aqua Jet,charge,0
smeargle,Aqua Tail,charge,0
smeargle,Seed Bomb,charge,0
smeargle,Psyshock,charge,0
smeargle,Ancient Power,charge,0
smeargle,Rock Tomb,charge,0
smeargle,Rock Slide,charge,0
smeargle,Power Gem,charge,0
smeargle,Shadow Sneak,charge,0
smeargle,Shadow Punch,charge,0
smeargle,Ominous Wind,charge,0
smeargle,Shadow Ball,charge,0
smeargle,Magnet Bomb,charge,0
smeargle,Iron Head,charge,0
smeargle,Thunder Punch,charge,0
smeargle,Thunder,charge,0
smeargle,Thunderbolt,charge,0
smeargle,Twister,charge,0
smeargle,Dragon Pulse,charge,0
smeargle,Dragon Claw,charge,0
smeargle,Disarming Voice,charge,0
smeargle,Draining Kiss,charge,0
smeargle,Dazzling Gleam,charge,0
smeargle,Moonblast,charge,0
smeargle,Play Rough,charge,0
smeargle,Cross Poison,charge,0
smeargle,Sludge Bomb,charge,0
smeargle,Sludge Wave,charge,0
smeargle,Gunk Shot,charge,0
smeargle,Bone Club,charge,0
smeargle,Bulldoze,charge,0
smeargle,Mud Bomb,charge,0
smeargle,Signal Beam,charge,0
smeargle,X-Scissor,charge,0
smeargle,Flame Charge,charge,0
smeargle,Flame Burst,charge,0
smeargle,Fire Blast,charge,0
